"RID","age","gender","BMI","exer","logMedInc","A_1","A_10","A_2","A_3","A_4","A_5","A_6","A_7","A_8","A_9","C_1","C_10","C_2","C_3","C_4","C_5","C_6","C_7","C_8","C_9","E_1","E_10","E_2","E_3","E_4","E_5","E_6","E_7","E_8","E_9","N_1","N_10","N_2","N_3","N_4","N_5","N_6","N_7","N_8","N_9","O_1","O_10"
556739456,19,"female",38.27,"1or2wk",10.4401563462596,4.80675492571511,4.52420265218118,4.15015419936276,4.82239947297826,5.61314716980302,5.83976067140963,5.50370440647332,6.17105845819858,6,4.59825158827853,2.13686462086228,3.12124099268939,5.33813681448851,4.8740369922575,5.46333121141132,3.61200812556808,4.37996868342434,4.07037505207606,5.24026812302457,6.34895094800346,4.90745258022214,4.89937482451463,1.02945706302447,2.699014465731,3.23116507269562,4.50507723409477,1.93858596696114,0.552983120189904,3.75858761848543,2.42074153660763,2.9252794818022,3.08338587286724,3.71068522957819,2.52580722451153,4.30740254849267,3.53756962365229,2.7071642549586,2.75832851357417,2.31755081814928,3.22944312996621,4.94154938184445,5.94992516781332
558963433,20,"female",24.63,"veryRarelyNever",10.4933553836421,5,3.23832509036631,4.9104642209097,4.43729400564691,5.42020423678944,5.16098381206279,8.02205818183932,4.0191307340019,5.56832402929571,6.32707795412684,3.04630926201592,3.31528497283233,1.91442335084384,1.65792446239691,5.76341247313146,3.88314484136058,4.30074238095621,3.71692208648736,2.93994351470479,3.74633273064151,5.77163590591601,4.77627033166566,4.4429578376062,4.90127728262001,3.12290981426338,5.56716395567165,5,4.10295535761237,0.452319053048296,4.52781035940252,2.11280102011524,3.61220822502229,2.95439535089009,3.12963149315253,5,2,1.99430974217259,6.54294915713672,2,1.57253354592498,6.6789092258766,4.31360626023703
562413871,38,"female",34.38,"1or2wk",10.5873416861845,6.72271547840086,5.68788610112166,5.41236884202321,6,6.24399355095914,5.0956796545646,4.53076181019076,2.92869061304664,5.20039375469774,6.57647861591231,1.45558691972121,1.78714368140208,2.74216456561339,1.72626960562864,6.20412633246364,5.80126373245403,4.66036095566126,5,3.55148741185449,3.59123797696648,4.19413959397827,3.47720417032447,4.36261257650952,2.74893209680948,5,5.16243207575146,4.31086975236656,2.06569651447845,1.5473769450391,2.82895423330459,2.44890075251049,3.88646678327305,5.0213918605515,5,6.67881245555272,5.05157068456198,3.31292974306417,3.51934134609512,4.34661314702908,4.39204296685267,5.56950273787322,6.84585656661483
563319714,19,"female",22.29,"1or2wk",10.786635065817,5.01081413297874,5.12614026486565,4.84512841471019,5.79820861928211,6.16872533075673,6.12230859054779,4.52131593871852,4.60426779944263,6.1052710466058,3.66129026843277,4.18905274977392,2.60931254800716,4,5.19269953747739,4.58724647572872,4,5.92232434275358,6,6.1072079208925,4.40811731806822,4.57430678747072,4.19336377578745,5.70952365326674,3.4095368522997,3.99193812341107,4.54559188437514,6.17667132439756,4.79142504807688,2,1.61903047791303,4,2.63606712762108,4.73226183296491,3.49201664113806,6,6.66675908320148,6.34496462661379,5.40270573227987,4.34079155493355,5.61467131579894,4.64701179450748,4.94964575322528
563889953,34,"female",34.38,"veryRarelyNever",10.6678152100284,5.47512549232139,6,4.4442898135583,7.33419336299516,6,3.54382455617016,4.58095143782196,4.38114088554131,5.0695132859457,6,1.19825792807328,1.83555349390179,1.71988381340871,0.92628812800523,2.54889821529257,1.95216731095958,1.29348890143173,2.311395945153,1.44008165710594,3.33214249615847,2.69496500874019,4.32906726729898,2,0.681651875975099,2.77905662795545,4.24830021973857,4.34944340673345,3.6414833777319,3.68226941341291,3.87409128008827,4,5,4.27563889675876,4.89965860527852,4.24782556200619,3.9719679508763,2.4811623535703,4.50175255826848,4.43658227459169,2.36608828317847,5.56189771424926,5.1095371502531
564162460,20,"female",27.07,"less1wk",10.2229589474773,3.17598634844709,4.76044690592697,2.45906798508871,3.47810428072904,3.40801704083106,4,2.78441497506916,3.38307491411986,3.99613733797453,2.05786166383027,3.88267097828994,5.03414799158818,5.0824542551321,2.61257428540049,2,4.33570726675514,3.74572116343575,5.94603134821276,4.97491916339255,5.75991312809334,3.49381452411483,4.5800648217419,5,2.85872749905438,5.24264839369801,5,4.97824937250418,3.18648474708046,4.80556643442404,4,3.65706064206665,0.549216352320216,2.67023289244798,4.01546952375294,2.77796207039475,3.5285315271391,3,2.44047187992075,0.867402632257346,4.69750122254944,3.85322194291112,4.43167757902762
568475052,27,"female",29.44,"less1mo",10.4745518412939,4.56498643378224,6.58708886025371,5.11233951640082,4.61978896899375,3.76621166069923,4.87743967432565,5.07108601971801,4.33908436521089,1.98343968027052,4.68662671202189,3.93911268639553,2.91995448449492,5.00579151365378,5.90394783281064,6.18298950327719,4.5245961202952,2.8732683744933,3.22106908836823,5.74895029556056,4.20089648340805,4.39367289469718,4.5579913106721,1.90658634325555,1.59555037115827,1.33700004006576,3.2973292037133,3.38002800273513,2.20071130055842,2.47735663439839,2.01050284311314,4.4313075996978,0.57875812684314,4.08421467127834,3.28864652356679,3.08670969527244,4.83927185310291,4.43754455812681,1.12337078873831,2.09532476730079,-0.253816336201297,3.6627387187034,3.17051396098772
572151132,30,"male",21.95,"veryRarelyNever",11.2832606966658,5.65082272263907,4.63637256848736,4.1256297526936,3.43887775443963,3,5.18674174249898,4,5.1948117214363,4.53786790407356,3,3.84367128887778,3.49489184219384,4.5995804212746,4.51745596537566,4.58243672428724,3.8567919085463,4.69383968841439,3.56006698645866,4.73506922071164,4,4.87653161680525,5.96038475037952,6.16392620093827,3.18826185686859,4.99412926430067,5.70741869665195,7.78958373882614,5.38267114650377,5.89508682514488,5.61376510188825,3.71389480276915,4.39927619398196,2.48996926252545,1,4.1443077652194,4.75682209369553,2.97363511045141,4.13563555356399,3.59313902784356,1.44099874132749,6,3.75539290658158
576524581,29,"female",21.3,"less1mo",10.943658251505,3.77235489484809,1.69731231358439,3.03521485620604,6,4.99281533680157,4.163255893961,6.49985276448634,6.10796553882737,2.71274931271235,5.26108466170901,2.56855009512009,2.53846277555964,4.11953926070078,3.83590790304482,4.81131244955198,4.36661170390824,5.47946387727004,5.12622020500861,4.9565583537638,3.52795983879995,2.57310421035713,6.86168614087713,3.33600315539431,4.83424994649137,1.9745997995622,1.91568212354413,5.09228399081779,3,4.06008751955494,4.02743095018901,5.8632944579034,2.84409666078769,4.96638953589579,2.71518186841959,5.9320822420042,5.24339152938491,7.00541453200287,8.56052575588805,6,2.26694927113872,4.99186422828106,3.73421710841961
579921798,25,"male",39.88,"1or2wk",10.7917079738152,4.3402943676991,3.56899946519379,5.31826936139407,5,3.30506003500091,4.36579999422938,4.86377391908134,4.7657824850575,4.0370394617364,1.76038472467874,5,5.12680592049808,5.69760628839003,3.58990130680109,5,4.94651535089854,5,6.64214056051805,5.77119556264187,4.26647321378705,4.53995686564668,3.98751937363641,4.54889763059816,4,4.98379033897872,3.64548081035649,3.73898594473572,4.00374154961235,3.9489848399866,5.36692815432373,3,3.22768963716459,2.88881472773436,2.2764328162731,2,3.23508932991708,2.49910012721256,2.19402064657388,2.35563694568925,0.98802520403535,6.51587023089322,5.02836054702196
580076403,53,"female",24.44,"veryRarelyNever",11.2580332153414,4.97530501913706,4.15040471887909,5,5.35136927458376,4.8358306600179,6.0290242083753,5.77449713567126,3.57764706672968,5,5.64454479925041,5.16946541921548,4.32096974124142,4.01253651761248,4.45046680298585,4.69065173377844,4.81842504933095,5.08061081973949,6.5614862618412,4.36587745097733,4.26416630236019,6,4.89201192308484,2.03598285142766,4.73678209112902,4.97506133238375,6.60773870162465,5.9726042080725,2.6825909744665,3.91980738679987,5.77251224950638,3.36129772802719,1.44511832890338,3.26654804095614,0.848219421059674,3.44028582422479,3.39446736693771,4.66010700871689,3.97021995627778,3.59844879953593,1,6.58492950536038,5
580457592,15,"male",19.08,"3or5wk",10.8459137580149,7.2447120589775,4.26236961964272,5.88936229342111,7.38561957771342,4.79846841396784,5.24090218274317,5,5.60346311776212,5,5,3.31444734909018,4.12955608549969,3,2.26004076580374,5.69922295239145,5,5,6.11839359896498,4.2229320078971,5,6.24404068606046,3.30463886265633,5,5.47091605891414,5,6,6,3.93451546272762,5.30386288469411,3,3.6221217097398,2.29418938457464,2.53599542332768,1.64038103944852,4.20214208175366,3.09440240334883,2,2,2.73373742542299,4.42241187756572,6.44023706368544,6
580484728,21,"female",22.13,"1or2wk",11.0304119119063,5.71570866583867,2.77184380265025,5.16515229631565,5.53479529152062,5,2.95105376422637,6.57730823541194,4.69855200976794,4.22367434819176,3.68072137493987,5.09548405951478,6.17401741655307,2.57476270715863,3.42758226273273,4.58036858842543,5.70340980120345,4.02045751155324,6.29008581042976,4.53012587287886,2.64156091347748,3.13449947267521,4.43615110683484,3.8111322456575,2.64385034276232,2,3.55621837161991,3.94520779520195,6.62171534163705,3.96835833144511,4.26742317386989,4.40006217176621,4.49167253558872,6.97757385083858,4.60917249376166,4.11315365403653,5.72292216948612,4.16218549502546,3.15411156295461,3.13791129593757,3.20271133489643,4.54235631327302,6
581525486,17,"female",28.83,"1or2wk",11.3614628357623,5,4.43166485949833,3.95387461551541,4.01023550596534,5.6597104889247,4.31205927979816,4.16835497461514,3.53007221957594,5.15529371236739,5.81313274017502,2.20948494198295,4.38496594290979,3.21399325790165,2.20149436872151,2.70430483523836,4.02335106545253,3.85583155210117,2.85531082371777,3,3,5.0546938316426,4.3779621837876,3.4289010300378,2.95831890207976,6,3.96985467110835,2.79027925909258,3.3773921619294,2.67926178563676,3.12764045643298,2.6816548487416,3.05122819390209,4,3.98689352433038,4.16503556858794,5.09510050839068,3.96501084241143,1.76124358483701,4.75817244425459,3.97820596393065,5.05521645715728,4.84193661070776
585938248,17,"female",15.49,"more5wk",11.2399480800531,5.30765574333146,4.98587606819147,3.07753927360318,4.58815699597756,5,4.86377523458747,4.38478816578542,5,5.44400763612639,1.53159186667326,5,1.81374384425788,3.36757136443878,5.46717819426211,6,5.80520451070737,3.62651271148119,5.532390006979,4.96207785928614,3.13579363428847,5,3.5931839903272,6.88756005669694,4.03492365633626,5,5.64086765880376,3.29360251665418,5.71356851711501,4.37682261467067,5.27262444636929,3.06779485312811,1.80710122015424,5.46735108190147,3.67706941179547,4.46782848878221,3.50636615261517,3.3267647166041,3.07898059142551,2.14460923099242,4.10217390345016,5.63445370507823,5
587779210,22,"female",20.98,"1or2wk",10.8115243139239,5.8216885423616,7.5673077381313,5.36485173786967,4.4919082382441,4.03256958698909,3,6.21645364382459,4,2.63703264240161,3.26201119717795,1.66735857453604,2.20245462826186,2.89662170795558,1.24022800759695,3.74615733918015,3.6500165567919,2.08749885576312,4,2.96371028193596,3,2.70298376367106,1.3009877859907,0.448498401253208,2,1.78984049071333,1.04585626348064,0.277304489908007,2.86093790920489,-0.153721780288607,1.16751401019001,2.86920422224009,4,4.28972877052557,6.87586971545144,6.60048082007114,4.55503497351153,2.56187095507247,5.43396635427898,4.60195663902955,5.47471402253273,4,0.811745371630775
588081077,23,"male",29.12,"1or2wk",10.7260388703073,4,6.53956175991494,5.1747298324288,5.38709038930645,3.61380215799641,3.8503533762672,5.00878760179537,6.30280281576339,5.65108071670326,4.39405885155686,5.60598199504723,5,6.91349989644805,4.27765019328425,6.06356223638928,4.62765341485863,4.50058107637612,6.65662527531698,7.15385270254637,5,2.55385870811434,3.64417505255187,3.38001820693589,4,2.50475035759112,5,3.38010751593621,1.92122613122284,1.95558535456843,3.3802789945085,3,3.80640869124468,1.0377131864694,0.745706933193603,4.38737184452749,2.67424316476411,2.85210684038325,4.75008251073395,2.95071305639801,2.76811214288534,5,4.3966334491549
589313190,22,"male",32.71,"1or2wk",10.7880605533581,5,8.58686517854284,6.55878983787881,5.81281413756581,4.22401364160107,4.86306457612454,6.62540464459677,4.31822124152604,3.44042530023897,3.283528228833,2.72671899399017,5.49619539168706,2.28238849869174,0.74193265861464,3.21295274744116,4.62500873787568,4,4.18914517691182,4.3700690051007,5,4.64531365419776,2.65139899180488,2.02981676283905,1.17698994781047,2.3458015029788,4.07527566303748,1.97564844737342,1.55218072101468,2.06718907574806,2,5.43454457570774,4.57073395790354,4.6906229685979,7.66227371219977,6,5.86567012445776,4.14876047899902,6.02102716459843,4.66443847356973,6.74046349206435,1.99609497219566,3.27441021601528
589663633,17,"male",21.66,"more5wk",10.6895329154628,5.89030697202049,5.46640610842913,4.67480284774407,5.87383014181858,3.83360700769717,4.67857894500288,7.14396662233425,6.71040714832253,6,6.45775606744053,3.08563206138632,4.64625676390413,4.81143639581106,3.90201436471164,7.97958337421759,5.97012418080942,4.77319046659968,3.55363418160414,4.23739838295965,5.2385670207661,4.33070920632213,5.104131802819,3.20687973609949,3.40531707606482,4.37069809409592,2.55109168364717,4.16425635016163,4.05590048201247,5.09541341390945,5,3.76535892165733,2.15748850898026,1.74074081457444,-0.120211261602052,4.21020660325012,3,0.275978356915005,2.10488355125338,1.06153929336676,1.46881118881098,3.54133360628618,2.52731867611741
590781128,18,"male",22.87,"veryRarelyNever",11.3314875176784,5.48626752258033,4.75127746869473,4.0132987969886,4.94354285345159,5.60383327281056,2,5.73329561850297,5.17599885624672,4.51235613817829,5.57037923484485,3.22973092974638,4,3.97071321304354,4.57160878441397,4.50739007720806,3.68837241577825,4.00441993214626,5,3.80688745642218,2.703463944188,2.83447336578458,3.68133958112089,1,3.78627730168403,4.50543110306874,3.41451046386184,4.2106829788848,1.67385573201785,3,2.98544553522372,2,3.33786314327797,3.24366921218445,3.97709369682852,4.92405434325355,3.89249239250839,6,2.95334592321362,4.9124650167582,6.09679528658184,5.24526024540758,4.46803018723652
594087540,22,"female",26.29,"1or2wk",10.6444958944474,3.86634842874764,6,6,3.42457213717111,5.2007997184539,5,6.03525385100808,6,5.79637636795637,5,3,3,1.63548909238907,4,5,4,5.92827307486971,4,3.84854791956847,5,4.10207429586696,5,5,4.60176488426199,3.65799096669547,5.12206897167922,4.54853497940562,3,4.36943670585631,4,1.41320541330503,4.808951424288,3.00349851090778,3.6797502013657,7.26427260792468,2.99268025811284,5,6,3.04272971185415,4.13363719144729,3.15625692909723,4
594882336,17,"female",21.74,"1or2wk",11.2072423414089,4.83543375389973,4.19471737990751,6.18963979779207,4.99067395568534,4.01541508064185,4.19561947512138,5.24339294908498,4,3,4.47770008586814,2.68446774363338,2,4.50659590931796,3.05321717922461,4.69462571213711,5.34485462393806,4.49029039500586,5.16107305728143,4,3.02410757202453,2.74869435235695,2.46279458993942,3.37638692035265,2.38555244351133,1.90125635441816,3.8574925107045,1,1.49247495116918,1.43727345171123,3.2337089625013,2.89613569896555,3.00713134197714,3.02718860332046,3.54215139163974,4.6900096863886,1.95980511661151,4.21954410267574,3.18373215890943,2.45584857768668,5.49658197271055,6,6
597093129,48,"female",35.7,"veryRarelyNever",10.6449485933746,5,4.48848944166692,5.10823553885853,5,4.57658047337741,2.73139504700566,4.07000218059886,2.1276783022325,4.14290657805931,3.60152062500328,6.30205221213874,5.56980702668427,5.24006034249136,7.26289012155148,6,4.3922739157723,4.74673900524075,5.83785872630495,4.87831360055174,3.74054532040577,3.7685109772325,5.80546226863602,5.17630309114522,4.45201346968745,4.10940024844681,6.27738721877373,6.83308070914908,3.09639747377964,5.3172138763457,5,2.28421615392314,4.0553888980565,4.3661925493961,3.82672448332397,5.16118231882284,4.48528387149195,3.06731067506848,3,3.51764141312137,3.9805152854441,4.83384288004648,3.62609036788846
597562877,18,"female",22.5,"less1wk",10.9573639473628,4,4.63638283725511,4,4.34713707352274,5,4.71251495321769,5,3.64685476164758,4.58199177111526,5.26763107317915,1.83810517642157,3,5,0.974658162717171,3.14273920495013,1.9111504597009,4.30340330735314,4.74425420025052,2.0950375498596,1.61718909300935,4.55131085758328,6.99205398437542,5.30196600151084,4,3.56094779231351,5.5670668758369,6.52002511407475,4.70525230599496,4.06064741563531,6.55414795284632,6.19576866195112,5.61182036390389,5.09436720795595,3.383398610528,5.909555636631,4.74628578097876,4.64167323122129,5.13248738999156,4.12707301193005,2.60306096806935,6.9598623483963,5.20819276383901
599906436,32,"female",39.13,"1or2wk",10.9350336838396,4.8578321767409,4.02090138915107,3.71248502349082,3.93823393891868,5,3.65542559125604,2.0806113390137,5,3.37472401249195,3,1.59624980674412,2.61989121240367,1.83575561340554,5,3.59160447543431,6.66400690500625,1.44492899084952,5,5.03041529385275,4.80883268469723,2.8331912532759,3.79673839989304,2.85575065279447,1.60038455003865,0.505886650047184,1.59799138481619,1.54533287079682,4.63056300990455,1.43487214684425,2.29184911266632,1.70643987616037,1.82851682072102,1.53492584442691,5.0312893323339,2.4826620229936,2.13278006171981,2.78783965409845,3.72956874261744,-0.662679766739418,3.66891739391202,5.0380682636935,5.34233902667914
602296930,17,"male",24.03,"more5wk",11.3682464536008,4.33520910807898,5.49734948036298,4.74976301007637,4.36161719179024,4.18161948290678,5.728965930694,5.3390575652604,6.04633929736368,4,3.91736056717861,3.38021135181306,4.01650592223897,3.78516457715551,2.44800782017008,6.35684468933599,4,4.20768564351843,4.20446634290549,3.31439215914195,5.88173289383525,2.851735085641,2.43142321992891,4,2.30719972461347,1.31287124427828,2.63582829834479,2.52894188165137,3.93775913513396,3.71721492526744,5,2.74359774756503,5.48399117625202,2.5695303130034,3.94879100815525,7.8659821762979,3,6.02888126400167,4.99896393846951,4.41135007353548,3.88856188979801,4.40823835796015,4.42109428351037
610221969,21,"female",22.27,"3or5wk",11.1027291824862,6.63717206300396,7.01308519201936,4,6.05982555026502,6.97562309050611,4,5.71101584042882,6.10561120045951,4.90731724925853,4.77780587975582,2.79392957063572,3.55012874089502,5,4.29315031858223,5.83169694519608,5.79237182001028,2.87607601835936,6,4.45999978049568,4.80587541736701,5.93060411262268,3.90872925078132,3,3.57783521223574,2.87850905823272,4.1734879100009,4.03122337377379,2.89388697837389,2,3.12361416391437,5,3.17867874175673,3.35743995348192,2.71131936428092,4.30172157792534,3.27310164578916,2.63689410478004,2.96536466828513,3.88124808820581,2.88671187107521,4.09365268094178,5.35326118502761
610849538,24,"male",26.22,"1or2wk",11.3282571567078,4.6701771534361,4.12880920711026,5,4.71893593478017,5.99786386985104,6.37995904227528,3.47829211011061,5.28956994011837,4.97316604703367,5.85120123079214,5.92682755314704,3.95532167605554,4.75908054459961,4.23208027695834,4.37599085370652,6.39629932271027,6.38759856793321,6,5.47338869468198,5.81775767883535,5.34891797327589,7.55128409740037,2.70812770536445,2.6244847593143,4.23275900681226,5.19280661160859,6.61756245137556,4.80365614080646,5.16189498716209,6.76885531029351,2.65105500340654,2.73211338162906,3.41218723713679,0.215872268571268,4.62308943642202,3.42728691279174,3.83097662945123,3.70111536931437,2.67873283643773,4.57957176670614,5.00054552136529,6.03587457573336
611240364,35,"male",33.12,"3or5wk",11.0630381393093,3.49718403887202,5.89317407876538,4.09837341368704,4.46246999857487,4.76730267546752,3.19599249033852,5.53235269841695,4,3.02535976275216,2,4.78855287257001,5.98424391428165,3.74500611838961,4.96618685142303,6,5,5.83894015755026,4.08665892878049,4.17782827862614,4.86556686995112,3.10168077272456,2.19565306965963,3.16579397913072,1.94306242893318,1.88764581910753,2.98452034749861,0.943920380271729,3.25065643818381,1.22547042098162,2.89567242900486,2,2.28075426815145,3.5375680650173,2.21610538456992,5.27347339210058,1.87438427794981,2.71254764083095,2.14801011509864,4.40432898203029,3.2136795828497,4.92718467818769,2.4367109341608
616375059,21,"male",26.3,"more5wk",10.6489425127194,4.62493906322964,6.85447266819919,4.70170561169933,4.92317150764395,6.57683694325765,6,6.17150770128448,7.72690082322086,4.40656368371868,3.59771863886812,3,4.16281789466092,3.94686005390305,3.24505524828906,6,5.1637443489545,6.90367497945969,7.00492653730081,6.92311870075188,5.04587781517261,6,2.76195427920495,4.52463244997158,4.58953554113761,4.58199458874898,6.06433385849522,2.85509503541696,3.2483524894885,3.02686779879233,3.03957555358239,4.61816709076892,1.56470766581195,3.78995633612686,4.57562854004389,6.8021266643579,4,2.85269722913012,4.79747174814727,4.87910091081244,5.08994737615555,4.92330692765335,3
620771134,57,"female",24.32,"3or5wk",11.1374899220637,6.44464746628584,5.04089631680494,5.79795355950528,5.66653738058103,4.61349541041613,5.13747646039402,4,5,4.94596621752167,4.55096456829493,3.83675357099679,4,3.27561971556554,2,3.89214548834314,2.94873054546459,4.19292601203149,5.48928850667108,4.07477437713197,2.28664339440003,4.50792389780133,3.36550288020254,5,4.78013370315323,4.65503584246315,5.66964060976912,5,4.51615393844762,3.86290015280626,3.61013104484417,4.53780184186171,2.77730215262572,4.28433576944533,4.53029564555855,6.17266636449919,4.47901398906706,4,4,3.44108026359197,0.630100291124808,7.61074233306553,5.98223529428632
621300703,17,"male",23.43,"3or5wk",11.3614628357623,5.68759974696394,4.52612637303273,5.70160776920943,5.1427484847286,4.64793286991807,4.72616209048371,6.01398196245466,5.89508286379947,6,6.18918047083487,3.57289067122533,3.21918669910908,4.5929230118295,4.35996935087632,4.8919540925927,6.0553919881511,5.1636139569659,5,5.57310526427937,3.83447152574374,2.87180703992095,5.29304714463985,2.70091614530351,1.93154627184945,4.09866531503641,3.67263729791255,5,2.77767651122029,1,2.88639285138562,2.3130065459858,1.29597286136752,2.17884318966391,2,4.10642781871429,3.3915354309157,2.75010181009144,3.64593194206151,3.29230669424126,4.11454779108153,5.18259117355436,3
622069163,23,"female",34.66,"veryRarelyNever",10.5714963961854,2.42074282698303,3.30695594368026,5.88730090801266,2.50624215177146,6,5.9366118363876,3.35027919889115,2.57445592659167,2.17251405000657,2.05445530368092,4.81618051252813,5.1392089499908,4.30768567029914,6.29844279144789,6.15895943472462,3.70086923070377,3.44898668228929,4.25003989237613,6.09958045018123,6,7.38531860754559,5.6898467891281,6,5.16597203108157,4.53721351259614,5.30266013034172,5.01963029606098,5.7517783136819,4.58163505360652,6.81314774060183,1.1931670419951,0.845344352442662,2.63838507578319,1.61872324244561,2.87393038552846,2.39123957015441,4.54104733191405,2.44057768336945,1.09571289003351,0.284783215686905,5.65088024987852,5.47269362865265
622993113,16,"female",19.24,"1or2wk",11.7055355792407,5.23663917839126,3,3.91051152056862,5.13759930564169,2.90552016131534,3.17346637238228,4.52959208548389,5,4,2.71221462111694,2.99206784181704,0.604825763733381,1.67429145599345,3.10305886647501,3.94782621056133,3,4.92047216242392,3.5386115655577,4.16449555403517,3,3.76539278899606,5,3.90692087929043,1.73937553151411,4.73821635113605,3,4.01326373360051,3,1.29130349344655,5.73463901788848,3.77008225323313,1.83203243533017,2.32831407228772,3.98501430291588,6.7816491106363,4.28755070208378,4,3.03229276642419,3.20212361332153,4.5079682517797,5.88352632661995,4.57562667145354
625557015,23,"female",27.12,"1or2wk",10.1108675086709,6.84708377725374,5,6.46589994073291,5.91903653091972,6,6.88920154952884,5,7.87585987247345,6,4.37502872183041,4.01702408590425,4.78806033292212,6.7613438020722,5.74725285142088,4,5,6.1681828712942,5.63989274847721,5.73462544271508,5,6,6,6,5.23882858517987,4.6833359325118,6,6.81056560371407,4.19470725425829,4.81114488724295,5.07823493042072,2.99750818474444,3,2.4483134585674,2,5,2.1634201321001,2.90392640070328,1.86638456664032,2,2,6,5
625867960,36,"female",37.69,"less1wk",10.7274217383321,6.11642889806992,3.840373291126,5.04178768718839,5.43819349942232,6,5.84091456766691,4.69051986068287,6.39545476949321,5.46847579718124,6.93795351393644,4.95507921929973,4.0811186334239,3.56977968950178,5.31289579427206,3.45123914307656,4.80371062466813,3.81129126235838,3.92012267419468,1.97577268745215,1.63858334266212,6.55709531008716,6.8735764428094,4.39029621583976,5,4.9887209264146,5.15762663504114,5.81048856367042,5.50020690285092,3.31125338225837,5.1042781223089,4.89873189680253,3.88794475289054,6.53307070168049,2.21876402493278,5.87378515682495,5.53395529316475,7.05057031110129,4.58016963098652,6.40712380069052,3.76459774648355,5.3564767604637,4.75668160597866
627521630,48,"female",19.85,"3or5wk",10.7192284013048,3.46450662311058,3.28968790920752,5.12348706204683,4.05574610276103,5.56167994143791,5.39046168242612,4.00260094193923,5.1834835383011,4.75879000784528,1,5.87123810989809,5.39705470889525,5.62280474426079,3.95826406413214,5.0575245221428,6,3.85436556306636,6,3,4.20535141291939,5.2494482960783,5.54702845110161,4.9695134090792,4.73880592518469,4.27442365174107,6,5.93517509754489,4.27120264920762,3.5071437099061,5.36403370189104,4.22719041966583,2.04772523413965,4.57048123776223,1.2842731682614,4.20018615785815,3.42534983325432,2.84362986520862,3.67639718736997,1.55045134858312,2.53903685622745,5.47771403928186,6
632911498,18,"female",20.01,"less1wk",11.5179528066843,5,2.3960969623529,3.24237404011091,4.83453441274853,5,4.71173771519962,4.21464634706017,4.8372777289823,4.03976100957916,3.82699071337183,2.37256378801699,1.64908635372669,3.8820328829826,2.01869712964425,1.97223392936805,2.13102068681571,3.63905177418888,3,0.873774273367594,5.05197616252767,4.43101235492722,3.78050392270316,5,3,5.32225196812072,3.1755258286283,4.66358187091106,5.00824594278771,3.38511744832722,3.0499710887425,6,3.15338238789512,5.19677327311741,3.67538433593769,5.10033101975255,5,7.69897507178723,5.32212040725378,6.70281231035274,3.1091272502004,3.80223909319846,3.19207116776571
633184804,33,"female",50.84,"1or2wk",10.6913993095405,5.81898906360764,5,6,6,6,6.79936409471053,7.64004206120116,6,5,3.83563875114428,2,2.40186177330908,3.04200720935658,2.77104104569973,2.80753614784041,3.67605330505783,4.98087966072707,4,3.31470037813045,4.72927109609553,5.49514024356395,4.9911859987298,2.79172735740087,6.04977527932437,6,5.68562391022897,5.56703647179659,5,4.07701089689224,5.16002356938152,2.4030043165812,1.39539678336941,2,4.03549811455892,5,4,1.95142881767077,3.27871367760387,0.750650498683831,3.36113596956488,7.97652200050556,3.20536512214382
634116806,18,"female",22.67,"less1wk",10.6433513203186,4.26781570433376,4.40496836963453,5.63337076582021,5.10220663498779,5.26804162921124,4.46523967343579,5.08065236505598,5.12391905626156,4.93474583054706,4.77010086657275,3,7.50545201641844,5.63625587024937,5.02609521110677,5.30581007398712,5.58594255767919,4.61240946806835,5,6,7.30330226424206,4.36634597281993,7.45212382626581,4.12615429796328,3.44588576209404,4.8807664708191,6.12924506555597,5,5.00185540531305,3,5,2.5896726686503,3,2.2307300751649,2.08919738935045,5.29210812362292,2.90258668981641,2.80076155333882,6,5.48341517812579,3.54011183762525,4.95939666360461,2.37641256883967
634628748,30,"female",38.61,"3or5wk",10.9068363269777,6.84557273492817,6.91020463092402,6,6,7.71290567361111,5.89144091965675,8.48419145747548,5,6.9900264454134,4.0667923503731,4.41668922917492,3.8888682922224,7.04984941912162,4.57493765221759,2.39053198219878,2.70230067546108,6,5.02058281852393,1.75987791921504,6,7.12771276486621,5.68027783333382,6,6.59090229270301,6.75724332809819,6.28381075281133,5.4658555894909,5.38494832435116,7.1028057761736,6,4.83128732862307,4.49011301390152,1.44438266632008,3.62566590461059,5,4.31387556205058,4.44542114189166,3.53560003093372,3.77010639938932,6,4.42251007707575,3
634939953,27,"female",25.5,"less1mo",10.6161431994841,3.35512451868124,3.62069497200372,4.97022543707654,5,5.66201856879966,4.7630866060237,5.47392034085625,5.85861375434542,5,6.10571126645604,4.61779328695195,5,5.36185015888094,4.66113442987003,3.28311306041636,5.60979615411317,5.46582750549119,5.75525879989215,4.23640489668259,5.06783077090715,6.40627706193209,4.93546296804016,5.95969329651651,3.82165989340839,4.56871314859846,6.10965919113772,6.00513941927995,2.95101442588077,3.63335263116656,5,3.4345029716674,2.74501314336993,3.21636987250091,2.84159935663809,5.26981698244893,3.74268133272242,5.09909188791343,6,5.32169341618259,3.37828014090771,3.24281982354917,2
